sample_id,event_id,date,latitude,longitude,elevation_m,slope_deg,rain_prev_24h_mm,rain_prev_72h_mm,rain_prev_7d_mm,label,sample_type
GSI-0E0D4DA68E76,GSI-0E0D4DA68E76,2024-05-28,23.71568735417244,92.70930560674452,870.8703,30.396166,151.9317626953125,241.6720733642578,258.9245319366455,1,recorded_landslide
GSI-941735FB04D2,GSI-941735FB04D2,2024-05-28,23.71730432168385,92.7076886392331,900.2009,30.47099,151.9317626953125,241.6720733642578,258.9245319366455,1,recorded_landslide
GSI-A39BA6331578,GSI-A39BA6331578,2024-05-28,23.712992408320083,92.70903611215928,989.91406,26.360243,151.9317626953125,241.6720733642578,258.9245319366455,1,recorded_landslide
GSI-26112817FB39,GSI-26112817FB39,2024-05-28,23.71514836500197,92.7152344876197,1008.74646,20.176754,151.9317626953125,241.6720733642578,258.9245319366455,1,recorded_landslide
GSI-C4DAD3982A39,GSI-C4DAD3982A39,2024-05-28,23.71649583792815,92.72116336849489,962.7834,28.398184,151.9317626953125,241.6720733642578,258.9245319366455,1,recorded_landslide
GSI-A394678034F0,GSI-A394678034F0,2024-05-28,23.71433988124626,92.72870921688148,837.0311,26.43432,151.9317626953125,241.6720733642578,258.9245319366455,1,recorded_landslide
GSI-77C496930F68,GSI-77C496930F68,2024-05-28,23.71568735417244,92.7265532601996,874.3225,16.965242,151.9317626953125,241.6720733642578,258.9245319366455,1,recorded_landslide
GSI-6B224ED08FCF,GSI-6B224ED08FCF,2024-05-28,23.710297462467725,92.72251084142108,966.4041,34.421223,151.9317626953125,241.6720733642578,258.9245319366455,1,recorded_landslide
GSI-A63B2D2541D3,GSI-A63B2D2541D3,2024-05-28,23.71002796788249,92.7160429713754,956.07086,20.743769,151.9317626953125,241.6720733642578,258.9245319366455,1,recorded_landslide
GSI-D39B25C0DBFD,GSI-D39B25C0DBFD,2024-05-28,23.70517706534824,92.7114615634264,1073.0775,37.23579,151.9317626953125,241.6720733642578,258.9245319366455,1,recorded_landslide
GSI-89505F7283FA,GSI-89505F7283FA,2024-05-28,23.700326162814,92.7160429713754,1035.8177,31.873482,151.9317626953125,241.6720733642578,258.9245319366455,1,recorded_landslide
GSI-92AFF2064DDE,GSI-92AFF2064DDE,2024-05-28,23.699787173643525,92.7168514551311,1004.57086,42.169872,155.62832641601562,252.92779159545896,267.52588748931885,1,recorded_landslide
GSI-87CD128A1015,GSI-87CD128A1015,2024-05-28,23.680383563506545,92.72466679810296,904.45886,35.602955,155.62832641601562,252.92779159545896,267.52588748931885,1,recorded_landslide
GSI-0D1AFDDFC231,GSI-0D1AFDDFC231,2024-05-28,23.67795811223942,92.72008539015394,1033.8506,46.927006,155.62832641601562,252.92779159545896,267.52588748931885,1,recorded_landslide
GSI-7BEAA54047E7,GSI-7BEAA54047E7,2024-05-28,23.646427245766827,92.72520578727342,830.7539,29.421131,128.19728088378906,227.20158767700195,256.5766658782959,1,recorded_landslide
GSI-18796AAA831D,GSI-18796AAA831D,2024-05-28,23.631066054408382,92.72385831434724,868.8638,22.802174,128.19728088378906,227.20158767700195,256.5766658782959,1,recorded_landslide
GSI-0FDDE43D0627,GSI-0FDDE43D0627,2024-05-28,23.628371108556024,92.72331932517676,800.3417,19.570282,128.19728088378906,227.20158767700195,256.5766658782959,1,recorded_landslide
GSI-DCEFAD2C19F8,GSI-DCEFAD2C19F8,2024-05-28,23.62271172226607,92.72439730351772,810.1245,17.743774,128.19728088378906,227.20158767700195,256.5766658782959,1,recorded_landslide
GSI-CAC0D54AB3F6,GSI-CAC0D54AB3F6,2024-05-28,23.621903238510363,92.72304983059152,811.6982,36.561874,128.19728088378906,227.20158767700195,256.5766658782959,1,recorded_landslide
GSI-351BA989622D,GSI-351BA989622D,2024-05-28,23.62082526016942,92.72251084142108,813.07135,28.005249,128.19728088378906,227.20158767700195,256.5766658782959,1,recorded_landslide
GSI-6DD32557C183,GSI-6DD32557C183,2024-05-28,23.619208292658005,92.72251084142108,830.00604,36.2255,128.19728088378906,227.20158767700195,256.5766658782959,1,recorded_landslide
GSI-0BAECF136B55,GSI-0BAECF136B55,2024-05-28,23.61974728182848,92.72520578727342,813.6624,28.479858,128.19728088378906,227.20158767700195,256.5766658782959,1,recorded_landslide
GSI-D9FA12BC54B3,GSI-D9FA12BC54B3,2024-05-28,23.62028627099895,92.72547528185866,783.59546,25.047754,128.19728088378906,227.20158767700195,256.5766658782959,1,recorded_landslide
GSI-A7EC40B27E14,GSI-A7EC40B27E14,2024-05-28,23.62028627099895,92.72601427102911,773.07477,28.106693,128.19728088378906,227.20158767700195,256.5766658782959,1,recorded_landslide
GSI-13641064FB74,GSI-13641064FB74,2024-05-28,23.62109475475465,92.72439730351772,790.643,27.328007,128.19728088378906,227.20158767700195,256.5766658782959,1,recorded_landslide
GSI-C0BF00B26A5A,GSI-C0BF00B26A5A,2024-05-28,23.67580215555753,92.71496499303446,990.1457,34.393677,155.62832641601562,252.92779159545896,267.52588748931885,1,recorded_landslide
GSI-2B73869CA8A6,GSI-2B73869CA8A6,2024-05-28,23.67445468263136,92.71469549844925,998.64935,27.617992,155.62832641601562,252.92779159545896,267.52588748931885,1,recorded_landslide
GSI-EDA0D1945547,GSI-EDA0D1945547,2024-05-28,23.673915693460884,92.71469549844925,991.07214,17.68661,155.62832641601562,252.92779159545896,267.52588748931885,1,recorded_landslide
GSI-A155AA281641,GSI-A155AA281641,2024-05-28,23.67202923136423,92.70984459591496,992.4957,9.578943,155.62832641601562,252.92779159545896,267.52588748931885,1,recorded_landslide
GSI-73E4CB44402F,GSI-73E4CB44402F,2024-05-28,23.68442598228508,92.71550398220494,1034.2816,23.48625,155.62832641601562,252.92779159545896,267.52588748931885,1,recorded_landslide
GSI-08320A29519A,GSI-08320A29519A,2024-05-28,23.706255043689183,92.72062437932442,868.70276,37.066418,151.9317626953125,241.6720733642578,258.9245319366455,1,recorded_landslide
GSI-CAC2B937E08C,GSI-CAC2B937E08C,2024-05-28,23.690085368575037,92.723588819762,864.7319,34.407845,155.62832641601562,252.92779159545896,267.52588748931885,1,recorded_landslide
GSI-7645385A1AD7,GSI-7645385A1AD7,2024-05-28,23.683617498529376,92.7227803360063,908.74927,36.04996,155.62832641601562,252.92779159545896,267.52588748931885,1,recorded_landslide
GSI-82BF38393B86,GSI-82BF38393B86,2024-05-28,23.67149024219376,92.723588819762,943.522,36.884335,155.62832641601562,252.92779159545896,267.52588748931885,1,recorded_landslide
GSI-3B2E36CAECA0,GSI-3B2E36CAECA0,2024-05-28,23.666639339659515,92.72385831434724,829.4226,36.380432,155.62832641601562,252.92779159545896,267.52588748931885,1,recorded_landslide
GSI-9EADCE6400C7,GSI-9EADCE6400C7,2024-05-28,23.63510847318692,92.723588819762,840.1431,37.753746,128.19728088378906,227.20158767700195,256.5766658782959,1,recorded_landslide
GSI-843D49D0F5C9,GSI-843D49D0F5C9,2024-05-28,23.432718039674796,92.7610485671098,1506.3326,23.186897,122.99930572509766,240.1026992797852,277.17185974121094,1,recorded_landslide
GSI-FB0A66FE611A,GSI-FB0A66FE611A,2024-05-28,23.467752335755453,92.74110596780234,1320.3474,52.771084,126.9948959350586,250.02560424804688,283.6670684814453,1,recorded_landslide
GSI-0751DB697037,GSI-0751DB697037,2024-05-28,23.49712724554616,92.70337672586932,901.2278,27.545454,126.9948959350586,250.02560424804688,283.6670684814453,1,recorded_landslide
GSI-981B4E23F369,GSI-981B4E23F369,2024-05-28,23.51356641524555,92.69825632874984,780.7276,38.097084,136.76318359375,248.15062713623047,283.33372497558594,1,recorded_landslide
GSI-D0243A00AED3,GSI-D0243A00AED3,2024-05-28,23.53674294957583,92.69744784499412,857.4564,35.170982,136.76318359375,248.15062713623047,283.33372497558594,1,recorded_landslide
GSI-2F0F2D5C5F4C,GSI-2F0F2D5C5F4C,2024-05-28,23.530814068700643,92.73059567897816,988.6404,31.728056,134.55624389648438,239.2357635498047,270.5774669647217,1,recorded_landslide
GSI-C246BD6781D1,GSI-C246BD6781D1,2024-05-28,23.53108356328588,92.73356011941574,1045.5695,35.010017,134.55624389648438,239.2357635498047,270.5774669647217,1,recorded_landslide
GSI-360573093303,GSI-360573093303,2024-05-28,23.530814068700643,92.7332906248305,1056.5875,37.67446,134.55624389648438,239.2357635498047,270.5774669647217,1,recorded_landslide
GSI-A7D6E021B8EC,GSI-A7D6E021B8EC,2024-05-28,23.563961902684653,92.70795813381832,834.4668,40.013462,126.34567260742188,225.56153869628903,255.6066856384277,1,recorded_landslide
GSI-A5FCE1D34E2C,GSI-A5FCE1D34E2C,2024-05-28,23.56423139726989,92.70795813381832,839.70953,39.05741,126.34567260742188,225.56153869628903,255.6066856384277,1,recorded_landslide
GSI-0911A74BD322,GSI-0911A74BD322,2024-05-28,23.5650398810256,92.7076886392331,851.62274,34.865204,126.34567260742188,225.56153869628903,255.6066856384277,1,recorded_landslide
GSI-EB24784E0F22,GSI-EB24784E0F22,2024-05-28,23.56665684853701,92.70876661757404,850.8963,25.65067,126.34567260742188,225.56153869628903,255.6066856384277,1,recorded_landslide
GSI-0593E79EF67E,GSI-0593E79EF67E,2024-05-28,23.77308970082768,92.74353141906946,996.90283,21.324865,163.2393341064453,259.32766342163086,275.81050300598145,1,recorded_landslide
GSI-D1AC23A4BBB4,GSI-D1AC23A4BBB4,2024-05-28,23.774706668339093,92.7618570508655,1115.9095,28.336641,171.24420166015625,277.2946853637696,296.3358745574951,1,recorded_landslide
GSI-E6D981EACB91,GSI-E6D981EACB91,2024-05-28,23.77362868999815,92.7610485671098,1114.7218,10.457312,171.24420166015625,277.2946853637696,296.3358745574951,1,recorded_landslide
GSI-AA48006189E1,GSI-AA48006189E1,2024-05-28,23.748565693571216,92.7386805165352,948.9174,33.588585,151.9317626953125,241.6720733642578,258.9245319366455,1,recorded_landslide
GSI-8B62B5AF5417,GSI-8B62B5AF5417,2024-05-28,23.610045476759986,92.72089387390965,902.3137,40.62605,128.19728088378906,227.20158767700195,256.5766658782959,1,recorded_landslide
GSI-A085D845B448,GSI-A085D845B448,2024-05-28,23.592528328719656,92.71658196054588,762.2424,25.183716,126.34567260742188,225.56153869628903,255.6066856384277,1,recorded_landslide
GSI-E8693A77BF5E,GSI-E8693A77BF5E,2024-05-28,23.58713843701494,92.71361752010829,806.7646,29.379118,126.34567260742188,225.56153869628903,255.6066856384277,1,recorded_landslide
GSI-AACF9D6F49A7,GSI-AACF9D6F49A7,2024-05-28,23.57689764277597,92.7130785309378,912.4954,19.972237,126.34567260742188,225.56153869628903,255.6066856384277,1,recorded_landslide
GSI-42E2B7574326,GSI-42E2B7574326,2024-05-28,23.581479050724983,92.71415650927877,919.5479,34.768883,126.34567260742188,225.56153869628903,255.6066856384277,1,recorded_landslide
GSI-BE624FD1B92B,GSI-BE624FD1B92B,2024-05-28,23.586868942429703,92.7173904443016,951.6447,18.98655,126.34567260742188,225.56153869628903,255.6066856384277,1,recorded_landslide
GSI-1152E36B33D3,GSI-1152E36B33D3,2024-05-28,23.58579096408876,92.71631246596064,956.5942,22.361248,126.34567260742188,225.56153869628903,255.6066856384277,1,recorded_landslide
GSI-52D299CBD5AB,GSI-52D299CBD5AB,2024-05-28,23.58632995325923,92.71577347679016,910.8484,26.606728,126.34567260742188,225.56153869628903,255.6066856384277,1,recorded_landslide
GSI-109ABEB99616,GSI-109ABEB99616,2024-05-28,23.65397309415343,92.72439730351772,741.7041,26.250399,155.62832641601562,252.92779159545896,267.52588748931885,1,recorded_landslide
GSI-A3E794F48053,GSI-A3E794F48053,2024-05-28,23.654242588738665,92.71765993888684,868.9869,37.93114,155.62832641601562,252.92779159545896,267.52588748931885,1,recorded_landslide
GSI-1EA9B35891D7,GSI-1EA9B35891D7,2024-05-28,23.654242588738665,92.68990199660752,858.13855,34.91061,128.92320251464844,253.8608169555664,268.97982025146484,1,recorded_landslide
GSI-60E3BEF0ACCF,GSI-60E3BEF0ACCF,2024-05-28,23.66071045878433,92.67265434315244,1024.7943,19.10105,128.92320251464844,253.8608169555664,268.97982025146484,1,recorded_landslide
GSI-702030ECD500,GSI-702030ECD500,2024-05-28,23.65855450210244,92.70580217713643,879.05194,10.554854,155.62832641601562,252.92779159545896,267.52588748931885,1,recorded_landslide
GSI-B33E9DDFF406,GSI-B33E9DDFF406,2024-05-28,23.681461541847487,92.72143286308012,1034.0726,40.525566,155.62832641601562,252.92779159545896,267.52588748931885,1,recorded_landslide
GSI-E05CBED67B18,GSI-E05CBED67B18,2024-05-28,23.727006126752347,92.79527437943474,243.43034,28.896936,168.18771362304688,276.38001251220703,296.426233291626,1,recorded_landslide
GSI-3A214A5EE0CB,GSI-3A214A5EE0CB,2024-05-28,23.7326655130423,92.7971608415314,251.12328,21.656845,168.18771362304688,276.38001251220703,296.426233291626,1,recorded_landslide
GSI-EA1735D29DAA,GSI-EA1735D29DAA,2024-05-28,23.73428248055372,92.79850831445758,301.02933,22.876108,168.18771362304688,276.38001251220703,296.426233291626,1,recorded_landslide
GSI-16BD3BF8EE34,GSI-16BD3BF8EE34,2024-05-28,23.74560125313362,92.79446589567904,358.7603,25.434107,168.18771362304688,276.38001251220703,296.426233291626,1,recorded_landslide
GSI-D6B25360590A,GSI-D6B25360590A,2024-05-28,23.735629953479894,92.80039477655424,368.3609,13.98947,168.18771362304688,276.38001251220703,296.426233291626,1,recorded_landslide
GSI-9ABD5408A980,GSI-9ABD5408A980,2024-05-28,23.732935007627532,92.84782582355574,765.1117,40.999325,147.7254638671875,246.08536529541016,264.8029079437256,1,recorded_landslide
GSI-A8F043848B6A,GSI-A8F043848B6A,2024-05-28,23.760962444492066,92.8475563289705,796.23926,36.831734,145.95169067382812,239.90277862548828,257.31964683532715,1,recorded_landslide
GSI-152C4EA2FCFE,GSI-152C4EA2FCFE,2024-05-28,23.869838256927352,92.8761227550055,970.30884,32.672104,156.0974578857422,246.51656341552732,246.51656341552732,1,recorded_landslide
GSI-FE2FCBF44457,GSI-FE2FCBF44457,2024-05-28,23.740211361428905,92.69717835040888,1038.0648,24.49754,169.60687255859375,267.0843086242676,285.4428825378418,1,recorded_landslide
GSI-F7509731AA59,GSI-F7509731AA59,2024-05-28,23.733743491383244,92.69394441538608,896.4446,25.040918,169.60687255859375,267.0843086242676,285.4428825378418,1,recorded_landslide
GSI-B7D53F3039FA,GSI-B7D53F3039FA,2024-05-28,23.73482146972419,92.695022393727,915.8959,31.171926,169.60687255859375,267.0843086242676,285.4428825378418,1,recorded_landslide
GSI-FB2EB766388B,GSI-FB2EB766388B,2024-05-28,23.71757381626909,92.70661066089215,903.5909,32.86529,151.9317626953125,241.6720733642578,258.9245319366455,1,recorded_landslide
GSI-64E8A767925A,GSI-64E8A767925A,2024-05-28,23.71730432168385,92.70634116630691,878.90564,35.746193,151.9317626953125,241.6720733642578,258.9245319366455,1,recorded_landslide
GSI-30538BE5B81D,GSI-30538BE5B81D,2024-05-28,23.711375440808663,92.72439730351772,924.3236,32.402874,151.9317626953125,241.6720733642578,258.9245319366455,1,recorded_landslide
GSI-A879211932C4,GSI-A879211932C4,2024-05-28,23.7040990870073,92.7122700471821,1040.7562,34.725147,151.9317626953125,241.6720733642578,258.9245319366455,1,recorded_landslide
GSI-BA6E29113D25,GSI-BA6E29113D25,2024-05-28,23.643462805329232,92.73436860317145,725.53723,19.132145,128.19728088378906,227.20158767700195,256.5766658782959,1,recorded_landslide
GSI-2F5F6FCA7898,GSI-2F5F6FCA7898,2024-05-28,23.7040990870073,92.72008539015394,877.1941,46.07313,151.9317626953125,241.6720733642578,258.9245319366455,1,recorded_landslide
GSI-06654A8BFF1C,GSI-06654A8BFF1C,2024-05-28,23.4726032382897,92.714426003864,1070.9539,20.467003,126.9948959350586,250.02560424804688,283.6670684814453,1,recorded_landslide
GSI-FED823C5A258,GSI-FED823C5A258,2024-05-28,23.54267183045102,92.70337672586932,905.5173,44.05865,134.55624389648438,239.2357635498047,270.5774669647217,1,recorded_landslide
GSI-CFA3A2B7892A,GSI-CFA3A2B7892A,2024-05-28,23.58040107238404,92.71496499303446,926.3034,11.029922,126.34567260742188,225.56153869628903,255.6066856384277,1,recorded_landslide
GSI-20E7BD05FF6A,GSI-20E7BD05FF6A,2024-05-28,23.655051072494373,92.714426003864,860.23114,24.874784,155.62832641601562,252.92779159545896,267.52588748931885,1,recorded_landslide
GSI-53B686AAB12B,GSI-53B686AAB12B,2024-05-28,23.66044096419909,92.67265434315244,1014.00415,16.18634,128.92320251464844,253.8608169555664,268.97982025146484,1,recorded_landslide
GSI-A72CE0AF13F8,GSI-A72CE0AF13F8,2024-05-28,23.65774601834673,92.67454080524908,952.14233,13.477937,128.92320251464844,253.8608169555664,268.97982025146484,1,recorded_landslide
GSI-0463557F6B73,GSI-0463557F6B73,2024-05-28,23.735629953479894,92.7882675202186,533.39276,30.31707,168.18771362304688,276.38001251220703,296.426233291626,1,recorded_landslide
GSI-3FA39FF23412,GSI-3FA39FF23412,2024-05-28,23.7364384372356,92.7979693252871,343.54868,26.338531,168.18771362304688,276.38001251220703,296.426233291626,1,recorded_landslide
GSI-AAA3E3E30984,GSI-AAA3E3E30984,2024-05-28,23.73589944806513,92.79877780904282,351.32535,32.537865,168.18771362304688,276.38001251220703,296.426233291626,1,recorded_landslide
GSI-09E4D26278A8,GSI-09E4D26278A8,2024-05-28,23.7364384372356,92.800125281969,371.4881,28.949884,168.18771362304688,276.38001251220703,296.426233291626,1,recorded_landslide
GSI-086F873B9333,GSI-086F873B9333,2024-05-28,23.71972977295098,92.79769983070187,200.90273,21.772167,168.18771362304688,276.38001251220703,296.426233291626,1,recorded_landslide
GSI-4E27CCDB586E,GSI-4E27CCDB586E,2024-05-28,23.722155224218103,92.80147275489516,182.20575,30.309216,147.7254638671875,246.08536529541016,264.8029079437256,1,recorded_landslide
GSI-EF0E8F4F374B,GSI-EF0E8F4F374B,2024-05-28,23.807585007737867,92.83408159970872,548.57623,41.662186,148.03797912597656,252.58111190795896,252.58111190795896,1,recorded_landslide
GSI-49D2176E7E38,GSI-49D2176E7E38,2024-05-28,23.7394028776732,92.71469549844925,1077.2258,51.992176,151.9317626953125,241.6720733642578,258.9245319366455,1,recorded_landslide
BG_203,,2024-05-28,23.89247580208716,92.55704116608624,281.552,3.7839763,160.7626953125,264.80003356933594,264.80003356933594,0,background_no_recorded_event
BG_266,,2024-05-28,23.4515826606413,92.67831372944238,898.8341,18.378508,103.66326141357422,232.81374740600583,262.8345699310303,0,background_no_recorded_event
BG_152,,2024-05-28,23.90271659632613,92.61579098566769,214.2,22.706768,149.15887451171875,257.1335334777832,257.1335334777832,0,background_no_recorded_event
BG_9,,2024-05-28,23.97655811268075,92.75646715916078,419.53018,18.420029,125.06549835205078,268.833610534668,268.833610534668,0,background_no_recorded_event
BG_233,,2024-05-28,23.862292408540743,92.46622149086176,632.79004,34.0582,169.584228515625,299.6661720275879,299.6661720275879,0,background_no_recorded_event
BG_226,,2024-05-28,23.98949385277207,92.92651824244462,1019.3939,45.740322,114.96668243408205,220.0229263305664,220.0229263305664,0,background_no_recorded_event
BG_196,,2024-05-28,23.511410458563663,92.49397943314106,543.86743,30.9696,106.26556396484376,231.5287971496582,267.8084716796875,0,background_no_recorded_event
BG_109,,2024-05-28,24.075732120047544,92.87908719544308,530.87317,27.981024,124.54024505615234,257.87854766845703,257.87854766845703,0,background_no_recorded_event
BG_5,,2024-05-28,24.055520026154856,92.72224134683584,115.83969,12.780319,146.2703399658203,288.20024490356445,288.20024490356445,0,background_no_recorded_event
BG_175,,2024-05-28,24.013478870858066,92.8392019968282,143.25609,25.054678,124.33464813232422,252.1561546325684,252.1561546325684,0,background_no_recorded_event
BG_237,,2024-05-28,23.590102877452534,92.45921463164564,840.59894,26.609148,114.0112762451172,241.88836669921875,276.4680824279785,0,background_no_recorded_event
BG_57,,2024-05-28,23.721885729632863,92.490476003533,705.51794,40.848583,158.54266357421875,296.9300537109375,296.9300537109375,0,background_no_recorded_event
BG_218,,2024-05-28,23.590102877452534,92.97772221363942,1178.1919,28.505426,115.84728240966795,187.52660369873047,213.24666786193848,0,background_no_recorded_event
BG_45,,2024-05-28,23.692241325256923,92.50799315157332,168.82129,18.612331,157.4532012939453,309.8921813964844,309.8921813964844,0,background_no_recorded_event
BG_182,,2024-05-28,23.694127787353573,92.57967871124606,725.72833,15.696059,148.83078002929688,263.1336936950684,296.8125534057617,0,background_no_recorded_event
BG_221,,2024-05-28,23.528927606603997,92.7648214913031,727.0902,35.0902,136.4126434326172,244.1869888305664,277.0615119934082,0,background_no_recorded_event
BG_289,,2024-05-28,24.019946740903723,92.54545289892113,103.41107,17.551266,221.7263336181641,345.5620880126953,345.5620880126953,0,background_no_recorded_event
BG_211,,2024-05-28,23.590641866623,92.89094495719348,338.99448,15.165964,124.7547836303711,192.8963680267334,229.84925651550293,0,background_no_recorded_event
BG_148,,2024-05-28,23.91565233641745,92.57940921666082,615.5226,28.40956,159.35244750976562,273.2596130371094,273.2596130371094,0,background_no_recorded_event
BG_165,,2024-05-28,24.00916695749429,92.5139220324485,366.6417,15.16554,221.7263336181641,345.5620880126953,345.5620880126953,0,background_no_recorded_event
BG_78,,2024-05-28,23.90648952051943,92.90900109440427,634.21936,31.438967,114.37263488769533,209.96936416625977,209.96936416625977,0,background_no_recorded_event
BG_113,,2024-05-28,23.62729313021508,92.87450578749409,390.89767,22.827503,130.09585571289062,214.8979148864746,238.7138214111328,0,background_no_recorded_event
BG_249,,2024-05-28,23.797613708084143,92.99847329670258,676.5312,34.088905,138.8038330078125,210.7393112182617,229.35657119750977,0,background_no_recorded_event
BG_250,,2024-05-28,23.510601974807955,92.8144084949865,627.1461,26.585606,132.90013122558594,232.4102783203125,274.9632263183594,0,background_no_recorded_event
BG_104,,2024-05-28,24.02291118134132,92.93648954209831,864.6745,35.520226,119.46353149414062,237.5753059387207,237.5753059387207,0,background_no_recorded_event
BG_42,,2024-05-28,23.55776352722423,92.46244856666848,581.9891,11.535846,114.0112762451172,241.88836669921875,276.4680824279785,0,background_no_recorded_event
BG_281,,2024-05-28,23.59468428540154,92.92409279117749,764.0738,27.577673,130.8920135498047,206.7709083557129,235.54150390625,0,background_no_recorded_event
BG_295,,2024-05-28,23.4515826606413,92.85644965028328,952.3036,19.458706,121.28703308105467,213.33353805541992,240.04443359375,0,background_no_recorded_event
BG_157,,2024-05-28,23.780096560043813,92.65352022760068,309.25946,16.846457,172.75070190429688,279.26146697998047,279.26146697998047,0,background_no_recorded_event
BG_238,,2024-05-28,23.58740793160017,92.53278665341502,379.68118,35.520153,131.57156372070312,264.21384048461914,302.5195198059082,0,background_no_recorded_event
BG_17,,2024-05-28,24.08327796843415,92.88097365753976,429.87717,25.177576,124.54024505615234,257.87854766845703,257.87854766845703,0,background_no_recorded_event
BG_164,,2024-05-28,23.948261181230983,92.89741282723914,690.4951,14.9127445,132.6033935546875,256.8159637451172,256.8159637451172,0,background_no_recorded_event
BG_33,,2024-05-28,23.628371108556024,92.7702113830078,396.79974,32.87503,128.6545867919922,223.65303421020508,263.5138053894043,0,background_no_recorded_event
BG_24,,2024-05-28,23.89247580208716,92.84054946975436,267.61707,36.712433,141.2335205078125,239.73375701904297,239.73375701904297,0,background_no_recorded_event
BG_215,,2024-05-28,23.518417317779797,92.6963698666532,653.3297,23.686092,136.76318359375,248.15062713623047,283.33372497558594,0,background_no_recorded_event
BG_119,,2024-05-28,23.49712724554616,92.8753142712498,798.41064,34.318333,121.28703308105467,213.33353805541992,240.04443359375,0,background_no_recorded_event
BG_7,,2024-05-28,23.556955043468523,92.91492997527946,892.63837,43.053272,130.8920135498047,206.7709083557129,235.54150390625,0,background_no_recorded_event
BG_90,,2024-05-28,23.946105224549097,92.52928322380696,63.573395,6.1790905,190.43728637695312,305.7191848754883,305.7191848754883,0,background_no_recorded_event
