sample_id,latitude,longitude,label,split,spatial_group
GSI-0463557F6B73,23.735629953479894,92.7882675202186,1,train,Central_West_Aizawl_Block
GSI-3FA39FF23412,23.7364384372356,92.7979693252871,1,test,NorthEast_Aizawl_Block
GSI-AAA3E3E30984,23.73589944806513,92.79877780904282,1,test,NorthEast_Aizawl_Block
GSI-09E4D26278A8,23.7364384372356,92.800125281969,1,test,NorthEast_Aizawl_Block
GSI-086F873B9333,23.71972977295098,92.79769983070187,1,train,Central_West_Aizawl_Block
GSI-4E27CCDB586E,23.722155224218103,92.80147275489516,1,train,Central_West_Aizawl_Block
GSI-EF0E8F4F374B,23.807585007737867,92.83408159970872,1,test,NorthEast_Aizawl_Block
GSI-49D2176E7E38,23.7394028776732,92.71469549844925,1,train,Central_West_Aizawl_Block
BG_203,23.89247580208716,92.55704116608624,0,train,Central_West_Aizawl_Block
BG_266,23.4515826606413,92.67831372944238,0,val,South_Aizawl_Block
BG_152,23.90271659632613,92.61579098566769,0,train,Central_West_Aizawl_Block
BG_9,23.97655811268075,92.75646715916078,0,train,Central_West_Aizawl_Block
BG_233,23.862292408540743,92.46622149086176,0,train,Central_West_Aizawl_Block
BG_226,23.98949385277207,92.92651824244462,0,test,NorthEast_Aizawl_Block
BG_196,23.511410458563663,92.49397943314106,0,val,South_Aizawl_Block
BG_109,24.075732120047544,92.87908719544308,0,test,NorthEast_Aizawl_Block
BG_5,24.055520026154856,92.72224134683584,0,train,Central_West_Aizawl_Block
BG_175,24.013478870858066,92.8392019968282,0,test,NorthEast_Aizawl_Block
BG_237,23.590102877452534,92.45921463164564,0,train,Central_West_Aizawl_Block
BG_57,23.721885729632863,92.490476003533,0,train,Central_West_Aizawl_Block
BG_218,23.590102877452534,92.97772221363942,0,train,Central_West_Aizawl_Block
BG_45,23.692241325256923,92.50799315157332,0,train,Central_West_Aizawl_Block
BG_182,23.694127787353573,92.57967871124606,0,train,Central_West_Aizawl_Block
BG_221,23.528927606604,92.7648214913031,0,val,South_Aizawl_Block
BG_289,24.019946740903723,92.54545289892113,0,train,Central_West_Aizawl_Block
BG_211,23.590641866623,92.89094495719348,0,train,Central_West_Aizawl_Block
BG_148,23.91565233641745,92.57940921666082,0,train,Central_West_Aizawl_Block
BG_165,24.00916695749429,92.5139220324485,0,train,Central_West_Aizawl_Block
BG_78,23.90648952051943,92.90900109440427,0,test,NorthEast_Aizawl_Block
BG_113,23.62729313021508,92.87450578749409,0,train,Central_West_Aizawl_Block
BG_249,23.797613708084143,92.99847329670258,0,test,NorthEast_Aizawl_Block
BG_250,23.510601974807955,92.8144084949865,0,val,South_Aizawl_Block
BG_104,24.02291118134132,92.93648954209831,0,test,NorthEast_Aizawl_Block
BG_42,23.55776352722423,92.46244856666848,0,train,Central_West_Aizawl_Block
BG_281,23.59468428540154,92.92409279117749,0,train,Central_West_Aizawl_Block
BG_295,23.4515826606413,92.85644965028328,0,val,South_Aizawl_Block
BG_157,23.780096560043813,92.65352022760068,0,train,Central_West_Aizawl_Block
BG_238,23.58740793160017,92.53278665341502,0,train,Central_West_Aizawl_Block
BG_17,24.08327796843415,92.88097365753976,0,test,NorthEast_Aizawl_Block
BG_164,23.948261181230983,92.89741282723914,0,test,NorthEast_Aizawl_Block
BG_33,23.628371108556024,92.7702113830078,0,train,Central_West_Aizawl_Block
BG_24,23.89247580208716,92.84054946975436,0,test,NorthEast_Aizawl_Block
BG_215,23.5184173177798,92.6963698666532,0,val,South_Aizawl_Block
BG_119,23.49712724554616,92.8753142712498,0,val,South_Aizawl_Block
BG_7,23.556955043468523,92.91492997527946,0,train,Central_West_Aizawl_Block
BG_90,23.946105224549097,92.52928322380696,0,train,Central_West_Aizawl_Block
BG_46,23.84234980923329,92.98499856744078,0,test,NorthEast_Aizawl_Block
BG_73,23.55506858137187,92.62684026366232,0,train,Central_West_Aizawl_Block
BG_93,23.518956306950265,92.75781463208696,0,val,South_Aizawl_Block
BG_76,23.78629493550424,92.92005037239896,0,test,NorthEast_Aizawl_Block
BG_286,23.74182832894032,92.61956390986096,0,train,Central_West_Aizawl_Block
BG_60,24.044470748160187,92.85294622067522,0,test,NorthEast_Aizawl_Block
BG_77,24.06899475541665,92.46379603959464,0,train,Central_West_Aizawl_Block
BG_63,24.08920684930934,92.84863430731144,0,test,NorthEast_Aizawl_Block
BG_234,23.491737353841444,92.76347401837693,0,val,South_Aizawl_Block
BG_229,23.543210819621493,92.61255705064484,0,val,South_Aizawl_Block
BG_111,23.59225883413442,92.57967871124606,0,train,Central_West_Aizawl_Block
BG_231,23.888433383308627,92.80039477655424,0,test,NorthEast_Aizawl_Block
BG_180,23.482574537943425,92.68612907241422,0,val,South_Aizawl_Block
BG_144,23.790337354282773,92.83192564302682,0,test,NorthEast_Aizawl_Block
BG_239,24.021563708415137,92.7912319606562,0,train,Central_West_Aizawl_Block
BG_75,23.58013157779881,92.99227492124216,0,train,Central_West_Aizawl_Block
BG_297,24.08758988179792,92.51284405410756,0,train,Central_West_Aizawl_Block
BG_278,23.742097823525555,92.94026246629164,0,test,NorthEast_Aizawl_Block
BG_97,23.940984827429617,92.85671914486852,0,test,NorthEast_Aizawl_Block
BG_92,23.500091685983755,92.60042979430922,0,val,South_Aizawl_Block
BG_192,23.58552146950352,92.55030380145536,0,train,Central_West_Aizawl_Block
BG_25,23.749104682741688,92.90954008357475,0,test,NorthEast_Aizawl_Block
BG_232,24.008358473738586,92.72574477644388,0,train,Central_West_Aizawl_Block
BG_59,23.69520576569452,92.9227453182513,0,train,Central_West_Aizawl_Block
BG_6,23.651547642886307,92.7799131880763,0,train,Central_West_Aizawl_Block
BG_185,23.940445838259144,92.87369730373838,0,test,NorthEast_Aizawl_Block
BG_173,23.75665053112829,92.9173554265466,0,test,NorthEast_Aizawl_Block
BG_30,23.81513085612448,92.59396192426355,0,train,Central_West_Aizawl_Block
BG_22,23.476915151653472,92.64893881965168,0,val,South_Aizawl_Block
BG_256,23.52704114450734,92.79958629279852,0,val,South_Aizawl_Block
BG_56,24.00862796832381,92.97718322446894,0,test,NorthEast_Aizawl_Block
BG_186,23.9746716505841,92.51041860284045,0,train,Central_West_Aizawl_Block
BG_108,23.864987354393104,92.552190263552,0,train,Central_West_Aizawl_Block
BG_126,23.74048085601414,92.771558855934,0,train,Central_West_Aizawl_Block
BG_230,23.70517706534824,92.88420759256256,0,train,Central_West_Aizawl_Block
BG_193,23.948261181230983,92.46164008291277,0,train,Central_West_Aizawl_Block
BG_129,23.821329231584897,92.6874765453404,0,train,Central_West_Aizawl_Block
BG_282,23.548870205911445,92.98068665407702,0,val,South_Aizawl_Block
BG_82,23.532700530797296,92.62522329615092,0,val,South_Aizawl_Block
BG_84,23.916999809343626,92.94699983092254,0,test,NorthEast_Aizawl_Block
BG_66,23.582557029065928,92.99658683460594,0,train,Central_West_Aizawl_Block
BG_288,23.97790558560693,92.92220632908084,0,test,NorthEast_Aizawl_Block
BG_163,23.84046334713664,92.67669676193096,0,train,Central_West_Aizawl_Block
BG_154,23.91753879851409,92.8971433326539,0,test,NorthEast_Aizawl_Block
BG_19,23.8746891594616,92.5912669784112,0,train,Central_West_Aizawl_Block
BG_124,24.024797643437967,92.52173737542036,0,train,Central_West_Aizawl_Block
BG_79,24.011322914176176,92.5349426100969,0,train,Central_West_Aizawl_Block
BG_114,24.09675269769594,92.70903611215928,0,train,Central_West_Aizawl_Block
BG_118,23.750452155667865,92.6408539820946,0,train,Central_West_Aizawl_Block
BG_72,23.56665684853701,92.73517708692717,0,train,Central_West_Aizawl_Block
BG_15,23.962005405078013,92.53009170756266,0,train,Central_West_Aizawl_Block
BG_10,23.704638076177773,92.95158123887154,0,train,Central_West_Aizawl_Block
BG_194,23.886277426626737,92.894987375972,0,test,NorthEast_Aizawl_Block
BG_101,24.050938618205848,92.83596806180536,0,test,NorthEast_Aizawl_Block
BG_68,24.061448907030044,92.9677509139857,0,test,NorthEast_Aizawl_Block
BG_224,23.86956876234212,92.78853701480384,0,train,Central_West_Aizawl_Block
BG_37,23.82429367202249,92.72493629268818,0,train,Central_West_Aizawl_Block
BG_16,24.01806027880708,92.74730434326275,0,train,Central_West_Aizawl_Block
BG_179,23.994344755306315,92.61875542610528,0,train,Central_West_Aizawl_Block
BG_147,23.560727967661823,92.5093406244995,0,train,Central_West_Aizawl_Block
BG_274,23.527310639092576,92.83947149141342,0,val,South_Aizawl_Block
BG_67,23.57689764277597,92.51796445122704,0,train,Central_West_Aizawl_Block
BG_228,24.06710829332,92.50017780860148,0,train,Central_West_Aizawl_Block
BG_69,23.72997056718994,92.66456950559537,0,train,Central_West_Aizawl_Block
BG_31,23.94206280577056,92.90954008357475,0,test,NorthEast_Aizawl_Block
BG_183,23.64211533240305,92.7173904443016,0,train,Central_West_Aizawl_Block
BG_265,23.774437173753856,92.7828776285139,0,train,Central_West_Aizawl_Block
BG_225,23.81674782363589,92.48212167139069,0,train,Central_West_Aizawl_Block
BG_140,24.076271109218016,92.48885903602158,0,train,Central_West_Aizawl_Block
BG_18,23.77605414126528,92.71173105801164,0,train,Central_West_Aizawl_Block
BG_181,23.47395071121588,92.75296372955272,0,val,South_Aizawl_Block
BG_96,23.594953779986778,92.87100235788604,0,train,Central_West_Aizawl_Block
BG_132,23.48068807584677,92.68559008324377,0,val,South_Aizawl_Block
BG_262,23.75233861776452,92.828691708004,0,test,NorthEast_Aizawl_Block
BG_86,23.49470179427904,92.74218394614329,0,val,South_Aizawl_Block
BG_248,23.80839349149357,92.93002167205267,0,test,NorthEast_Aizawl_Block
BG_245,23.53943789542819,92.85968358530612,0,val,South_Aizawl_Block
BG_116,23.673646198875648,92.99901228587304,0,train,Central_West_Aizawl_Block
BG_146,23.992458293209665,92.48481661724304,0,train,Central_West_Aizawl_Block
BG_292,23.928588076508767,92.73652455985334,0,train,Central_West_Aizawl_Block
BG_197,23.905411542178484,92.52685777253984,0,train,Central_West_Aizawl_Block
BG_206,23.940984827429617,92.63573358497511,0,train,Central_West_Aizawl_Block
BG_55,23.75907598239541,92.8400104805839,0,test,NorthEast_Aizawl_Block
BG_172,23.69116334691597,92.93648954209831,0,train,Central_West_Aizawl_Block
BG_184,23.61813031431706,92.74865181618894,0,train,Central_West_Aizawl_Block
BG_167,23.900291145059004,92.96963737608236,0,test,NorthEast_Aizawl_Block
BG_139,23.80354258895933,92.776140263883,0,train,Central_West_Aizawl_Block
BG_253,23.56153645141753,92.74218394614329,0,train,Central_West_Aizawl_Block
BG_38,23.77713211960621,92.77937419890584,0,train,Central_West_Aizawl_Block
BG_125,24.03961984562594,92.99470037250929,0,test,NorthEast_Aizawl_Block
BG_195,23.74452327479268,92.56485650905807,0,train,Central_West_Aizawl_Block
BG_283,23.531353057871115,92.81710344083884,0,val,South_Aizawl_Block
BG_137,23.98437345565259,92.65082528174833,0,train,Central_West_Aizawl_Block
BG_112,23.474759194971583,92.69690885582366,0,val,South_Aizawl_Block
BG_168,23.984912444823063,92.93325560707552,0,test,NorthEast_Aizawl_Block
BG_117,23.47880161375012,92.45571120203756,0,val,South_Aizawl_Block
BG_277,23.66097995336956,92.97556625695752,0,train,Central_West_Aizawl_Block
BG_271,23.666639339659515,92.46083159915705,0,train,Central_West_Aizawl_Block
BG_155,23.91565233641745,92.51661697830087,0,train,Central_West_Aizawl_Block
BG_176,23.50575107227371,92.8782787116874,0,val,South_Aizawl_Block
BG_178,23.615435368464706,92.46379603959464,0,train,Central_West_Aizawl_Block
BG_2,23.921042228122165,92.58506860295078,0,train,Central_West_Aizawl_Block
BG_115,23.77228121707197,92.57833123831988,0,train,Central_West_Aizawl_Block
BG_143,24.06495233663811,92.61498250191195,0,train,Central_West_Aizawl_Block
BG_177,23.95392056752094,92.67373232149338,0,train,Central_West_Aizawl_Block
BG_120,23.590641866623,92.86049206906182,0,train,Central_West_Aizawl_Block
BG_210,23.47368121663064,92.77802672597966,0,val,South_Aizawl_Block
BG_260,23.7679693037082,92.53359513717074,0,train,Central_West_Aizawl_Block
BG_127,23.49335432135286,92.8895974842673,0,val,South_Aizawl_Block
BG_74,23.53889890625772,92.77964369349108,0,val,South_Aizawl_Block
BG_29,23.97143771556127,92.90253322435862,0,test,NorthEast_Aizawl_Block
BG_83,23.729162083434232,92.58129567875748,0,train,Central_West_Aizawl_Block
BG_269,23.783869484237112,92.87747022793168,0,test,NorthEast_Aizawl_Block
BG_107,23.905142047593248,92.68855452368136,0,train,Central_West_Aizawl_Block
BG_223,24.05902345576292,92.88393809797736,0,test,NorthEast_Aizawl_Block
BG_158,23.859597462688388,92.9038806972848,0,test,NorthEast_Aizawl_Block
BG_280,23.64373229991447,92.78772853104816,0,train,Central_West_Aizawl_Block
BG_246,23.576089159020267,92.78099116641724,0,train,Central_West_Aizawl_Block
BG_222,23.50629006144418,92.61471300732671,0,val,South_Aizawl_Block
BG_65,23.776862625020986,92.6077061481106,0,train,Central_West_Aizawl_Block
BG_198,23.843427787574235,92.67265434315244,0,train,Central_West_Aizawl_Block
BG_85,23.80623753481169,92.6114790723039,0,train,Central_West_Aizawl_Block
BG_213,23.99677020657344,92.6109400831334,0,train,Central_West_Aizawl_Block
BG_159,23.617321830561355,92.5971958592864,0,train,Central_West_Aizawl_Block
BG_12,24.05201659654679,92.60231625640589,0,train,Central_West_Aizawl_Block
BG_35,23.97817508019217,92.50826264615856,0,train,Central_West_Aizawl_Block
BG_28,23.566117859366543,92.8920229355344,0,train,Central_West_Aizawl_Block
BG_142,23.56935179438937,92.58399062460984,0,train,Central_West_Aizawl_Block
BG_284,23.8356124446024,92.96074405476956,0,test,NorthEast_Aizawl_Block
BG_254,23.909453960957023,92.72709224937007,0,train,Central_West_Aizawl_Block
BG_170,23.67526316638706,92.62522329615092,0,train,Central_West_Aizawl_Block
BG_51,23.53943789542819,92.78853701480384,0,val,South_Aizawl_Block
BG_95,23.57581966443503,92.59665687011592,0,train,Central_West_Aizawl_Block
BG_208,23.61220143344187,92.77398430720112,0,train,Central_West_Aizawl_Block
BG_247,23.762848906588715,92.46110109374229,0,train,Central_West_Aizawl_Block
BG_41,23.69628374403546,92.65271174384496,0,train,Central_West_Aizawl_Block
BG_89,23.541863346695315,92.84351391019196,0,val,South_Aizawl_Block
BG_244,23.46856081951116,92.98688502953743,0,val,South_Aizawl_Block
BG_136,24.083816957604625,92.67076788105578,0,train,Central_West_Aizawl_Block
BG_26,23.859597462688388,92.657293151794,0,train,Central_West_Aizawl_Block
BG_293,23.608698003833805,92.59827383762732,0,train,Central_West_Aizawl_Block
BG_141,23.70598554910395,92.485894595584,0,train,Central_West_Aizawl_Block
BG_200,23.746140242304094,92.52847474005124,0,train,Central_West_Aizawl_Block
BG_0,23.58525197491829,92.99281391041264,0,train,Central_West_Aizawl_Block
BG_268,23.65855450210244,92.74514838658088,0,train,Central_West_Aizawl_Block
BG_272,23.70733302203013,92.48239116597593,0,train,Central_West_Aizawl_Block
BG_100,24.069803239172355,92.8370460401463,0,test,NorthEast_Aizawl_Block
BG_259,23.75206912317928,92.46595199627652,0,train,Central_West_Aizawl_Block
BG_255,23.60007417710625,92.87477528207933,0,train,Central_West_Aizawl_Block
BG_171,23.628101613970788,92.73733304360904,0,train,Central_West_Aizawl_Block
BG_98,23.624328689777485,92.55569369316008,0,train,Central_West_Aizawl_Block
BG_36,23.89597923169523,92.4853556064135,0,train,Central_West_Aizawl_Block
BG_61,23.91107092846844,92.63735055248654,0,train,Central_West_Aizawl_Block
BG_150,23.91592183100268,92.61336553440054,0,train,Central_West_Aizawl_Block
BG_236,23.98545143399353,92.81575596791266,0,test,NorthEast_Aizawl_Block
BG_202,23.53108356328588,92.88043466836928,0,val,South_Aizawl_Block
BG_242,23.45104367147083,92.52712726712508,0,val,South_Aizawl_Block
BG_11,23.632144032749327,92.87288881998268,0,train,Central_West_Aizawl_Block
BG_296,24.04878266152396,92.57267185202991,0,train,Central_West_Aizawl_Block
BG_267,23.49335432135286,92.91654694279087,0,val,South_Aizawl_Block
BG_27,23.812974899442587,92.46298755583894,0,train,Central_West_Aizawl_Block
BG_219,23.99865666867009,92.55488520940436,0,train,Central_West_Aizawl_Block
BG_4,23.82429367202249,92.52685777253984,0,train,Central_West_Aizawl_Block
BG_122,23.995153239062024,92.87854820627264,0,test,NorthEast_Aizawl_Block
BG_32,23.91807778768457,92.98823250246362,0,test,NorthEast_Aizawl_Block
BG_204,23.76177092824777,92.88339910880688,0,test,NorthEast_Aizawl_Block
BG_162,23.60034367169149,92.68532058865851,0,train,Central_West_Aizawl_Block
BG_209,23.84908717386419,92.84432239394768,0,test,NorthEast_Aizawl_Block
BG_285,23.65532056707961,92.54491390975063,0,train,Central_West_Aizawl_Block
BG_138,23.55183464634904,92.82896120258924,0,train,Central_West_Aizawl_Block
BG_62,23.53162255245635,92.7685944154964,0,val,South_Aizawl_Block
BG_135,23.631066054408382,92.89444838680154,0,train,Central_West_Aizawl_Block
BG_128,23.537012444161068,92.76050957793932,0,val,South_Aizawl_Block
BG_290,23.81540035070971,92.6106705885482,0,train,Central_West_Aizawl_Block
BG_8,24.00754998998288,92.7227803360063,0,train,Central_West_Aizawl_Block
BG_70,23.901369123399945,92.96209152769576,0,test,NorthEast_Aizawl_Block
BG_264,24.04878266152396,92.685859577829,0,train,Central_West_Aizawl_Block
BG_64,24.00781948456811,92.66591697852154,0,train,Central_West_Aizawl_Block
BG_44,23.56935179438937,92.66699495686248,0,train,Central_West_Aizawl_Block
BG_279,23.801925621447914,92.75673665374602,0,train,Central_West_Aizawl_Block
